178,406,43,21,1,4,0,1
217,423,29,20,1,4,0,1
383,599,40,28,1,5,0,0
366,534,12,11,1,1,0,0
278,410,38,22,1,4,0,1
390,443,5,12,1,1,0,0
344,440,6,13,1,1,0,0
494,419,22,15,1,10,0,1
446,489,5,11,1,1,0,0
534,450,4,9,1,1,0,0
543,562,21,33,1,4,0,0
508,657,33,51,1,4,0,1
475,752,35,49,1,4,0,1
445,851,37,76,1,4,0,1
416,932,47,84,1,4,0,1
612,700,30,64,1,4,0,0
636,501,19,27,1,4,0,0
633,473,23,26,1,4,0,0
624,438,40,17,1,4,0,0
586,420,51,18,1,4,0,1
575,459,9,17,1,1,0,0
571,444,14,10,1,10,0,1
586,395,10,8,1,10,0,1
651,387,2,9,1,1,0,0
621,299,11,12,1,4,0,1
589,242,22,11,1,4,0,1
644,141,9,7,1,4,0,1
647,131,9,5,1,4,0,1
656,94,14,6,1,4,0,1
661,85,12,5,1,4,0,1
658,89,12,5,1,4,0,1
696,59,11,16,0,0,0,0
693,83,17,33,0,0,0,0
687,129,7,5,1,4,0,0
688,135,7,3,1,4,0,0
686,139,13,22,0,0,0,0
676,257,8,9,1,4,0,0
676,372,11,18,1,9,0,0
692,432,42,19,1,4,0,0
673,496,18,25,1,4,0,1
671,522,18,25,1,4,0,0
699,524,16,25,1,4,0,0
699,550,21,29,1,4,0,0
699,578,21,33,1,4,0,0
829,623,24,35,1,4,0,1
811,664,9,15,1,10,0,1
800,321,22,9,1,4,0,1
802,327,21,11,1,4,0,1
805,337,17,10,1,4,0,1
807,347,17,11,1,4,0,1
813,369,29,14,1,4,0,1
820,380,27,13,1,4,0,1
830,388,25,10,1,4,0,1
832,398,23,15,1,4,0,1
812,423,37,17,1,4,0,1
805,261,2,7,1,1,0,0
822,309,3,7,1,1,0,0
819,310,2,6,1,1,0,0
826,329,4,8,1,1,0,0
826,339,3,11,1,1,0,0
841,340,3,11,1,1,0,0
820,577,19,28,1,4,0,1
847,708,33,48,1,4,0,0
863,442,42,19,1,4,0,1
925,444,38,14,1,4,0,1
902,397,18,25,1,4,0,1
929,394,26,18,1,4,0,1
882,394,16,18,1,4,0,1
862,396,15,17,1,4,0,1
894,369,3,10,1,1,0,0
900,370,3,8,1,1,0,0
1027,398,18,22,1,4,0,0
997,399,18,22,1,4,0,1
991,445,21,19,1,4,0,1
1026,441,49,24,1,4,0,1
956,392,20,19,1,4,0,1
1028,614,41,28,1,4,0,1
1096,446,51,20,1,4,0,1
1141,445,42,24,1,4,0,1
1118,399,21,22,1,5,0,1
1160,407,24,25,1,4,0,1
1079,402,19,16,1,4,0,0
1193,399,26,22,1,4,0,1
1225,406,38,19,1,4,0,1
495,419,13,10,1,2,0,0
589,395,5,6,1,2,0,0
574,444,10,7,1,2,0,0
812,663,7,10,1,2,0,0
