328,372,47,72,1,4,0,0
386,218,58,33,1,4,0,0
372,267,39,60,1,4,0,0
462,57,30,17,1,4,0,1
458,76,33,21,1,4,0,1
451,88,34,18,1,4,0,1
446,104,37,20,1,4,0,1
429,120,40,15,1,4,0,1
429,132,39,23,1,4,0,1
407,162,63,30,1,4,0,0
470,278,61,38,1,4,0,1
540,602,46,107,1,4,0,0
556,506,41,79,1,4,0,0
558,407,43,91,1,4,0,1
553,248,42,94,1,4,0,0
658,221,33,62,1,5,0,0
611,175,26,40,1,4,0,0
634,131,32,42,1,4,0,0
581,2,21,27,1,4,0,1
582,27,19,23,1,4,0,1
579,44,21,28,1,4,0,1
579,69,19,24,1,4,0,1
576,89,26,32,1,4,0,1
578,120,20,28,1,4,0,1
572,154,26,37,1,4,0,1
657,201,10,24,1,1,0,0
801,557,42,81,1,4,0,0
693,4,57,34,1,4,0,1
