639,902,43,125,1,4,0,1
640,730,44,100,1,4,0,1
638,637,45,91,1,4,0,1
649,564,33,72,1,4,0,1
646,459,33,52,1,4,0,1
649,407,32,49,1,4,0,1
657,361,25,47,1,4,0,1
658,306,24,54,1,9,0,1
695,368,13,34,1,4,0,0
665,255,18,32,1,4,0,0
666,209,17,22,1,4,0,1
663,173,16,19,1,4,0,2
661,150,18,19,1,4,0,1
663,132,15,19,1,4,0,1
663,110,17,19,1,4,0,1
663,93,16,15,1,4,0,1
664,73,15,19,1,4,0,1
665,43,17,23,1,4,0,1
629,0,17,10,1,4,0,1
633,29,4,11,1,1,0,0
629,30,3,8,1,1,0,0
629,7,3,7,1,1,0,0
626,6,2,7,1,1,0,0
619,47,4,9,1,1,0,0
614,46,3,10,1,1,0,0
618,26,3,6,1,1,0,0
614,24,3,9,1,1,0,0
807,109,4,14,1,1,0,0
816,62,4,12,1,1,0,0
861,158,5,12,1,1,0,0
853,164,3,10,1,1,0,0
863,234,6,15,1,1,0,0
865,284,6,16,1,1,0,0
859,282,5,15,1,1,0,0
671,23,12,17,1,4,0,2
598,158,3,13,1,1,0,0
593,157,4,14,1,1,0,0
612,239,7,17,1,1,0,0
691,227,5,16,1,1,0,0
683,222,5,14,1,1,0,0
697,211,4,11,1,3,0,1
607,207,5,16,1,1,0,0
531,459,6,15,1,1,0,0
497,615,3,13,1,1,0,0
505,608,4,17,1,1,0,0
817,496,10,22,1,10,0,1
695,479,9,35,1,10,0,1
1037,620,66,65,1,4,0,0
904,416,9,22,1,1,0,0
889,279,5,16,1,1,0,0
859,180,41,21,1,4,0,1
1268,819,74,101,1,4,0,0
1360,810,40,97,1,4,1,0
1131,974,63,76,1,4,1,0
697,211,3,8,1,2,0,0
694,480,10,12,1,2,0,0
818,496,9,14,1,2,0,0
