571,689,19,42,1,10,0,1
677,433,18,38,1,10,0,2
852,438,16,34,1,1,0,0
568,679,25,35,1,2,0,1
838,677,30,61,1,10,0,0
947,595,19,43,1,1,0,1
914,470,32,32,1,10,0,1
882,463,39,28,1,3,0,1
887,463,11,20,1,2,0,1
894,448,13,36,1,1,0,1
539,382,16,30,1,1,0,0
497,277,13,34,1,1,0,1
128,175,90,41,1,4,0,1
173,131,31,23,1,10,0,1
240,83,69,27,1,4,0,1
523,114,45,59,1,6,0,1
565,51,47,33,1,4,0,0
658,30,25,26,1,4,0,0
560,31,11,22,1,1,0,0
555,7,23,35,1,5,0,1
675,168,12,25,1,10,0,2
676,164,9,24,1,2,0,1
698,76,25,20,1,10,0,1
695,59,10,18,1,10,0,2
692,53,12,22,1,2,0,1
