679,695,54,70,1,4,1,0
584,555,50,91,1,4,0,0
468,549,59,91,1,4,0,0
677,401,34,48,1,4,0,0
687,350,30,39,1,4,0,0
439,323,36,46,1,4,0,1
496,302,33,37,1,4,0,1
611,306,38,46,1,4,0,0
680,281,51,45,1,4,0,0
635,203,26,39,1,4,0,0
602,168,24,35,1,5,0,0
644,164,21,34,1,4,0,0
521,118,24,23,1,4,0,1
597,102,9,15,1,2,0,1
595,110,9,13,1,10,0,1
638,74,14,22,1,4,0,0
686,23,16,19,1,5,0,0
648,0,11,8,1,4,1,0
834,365,83,38,1,4,0,1
1007,372,87,41,1,4,0,2
830,302,57,32,1,4,0,0
823,257,64,25,1,4,0,0
821,239,65,24,1,4,0,1
824,190,56,25,1,4,0,0
836,178,46,21,1,4,0,1
818,155,44,21,1,4,0,0
810,145,53,16,1,4,0,1
807,129,54,19,1,5,0,1
803,119,44,14,1,4,0,1
800,107,40,18,1,4,0,1
826,4,31,16,1,5,0,0
835,22,4,16,1,1,0,0
812,31,5,13,1,1,0,0
818,29,6,15,1,1,0,0
822,22,6,13,1,1,0,0
884,109,46,22,1,4,0,0
844,33,36,14,1,4,0,0
867,68,7,17,1,1,0,0
947,132,6,9,1,2,0,0
1233,377,69,37,1,4,0,0
1177,460,8,15,1,1,0,1
1183,455,12,30,1,1,0,0
1291,456,17,20,1,2,0,1
1287,460,26,31,1,10,0,1
1330,420,10,14,1,2,0,0
1172,272,43,35,1,4,0,1
1199,268,49,36,1,4,0,1
1233,269,47,33,1,4,0,1
1266,264,55,41,1,4,0,1
1297,263,54,36,1,4,0,1
1332,261,28,39,1,4,1,1
