437,508,119,70,1,4,0,0
345,408,114,71,1,4,0,0
178,356,117,72,1,4,0,0
0,368,76,62,1,4,1,0
22,526,119,83,1,4,0,0
56,145,89,57,1,4,0,0
237,127,45,72,1,4,0,1
308,157,58,74,1,4,0,1
475,205,83,49,1,4,0,1
816,492,57,67,1,4,0,0
917,487,113,72,1,4,0,0
1113,490,113,67,1,4,0,0
1156,566,134,81,1,4,0,0
912,98,48,61,1,4,0,0
970,1,46,28,1,4,1,0
214,439,113,68,1,4,0,1
328,306,15,29,1,2,0,1
339,318,14,18,1,2,0,1
322,311,31,26,1,10,0,1
630,319,18,22,1,2,0,1
620,322,36,24,1,10,0,1
698,252,10,28,1,1,0,0
802,368,14,29,1,2,0,1
520,656,22,27,1,2,0,1
512,662,44,28,1,3,0,1
448,581,20,29,1,2,0,1
433,580,18,23,1,2,0,1
428,548,17,28,1,2,0,1
438,582,41,32,1,10,0,1
411,554,53,25,1,10,0,1
695,503,27,38,1,10,0,1
960,301,14,32,1,10,0,1
961,298,16,30,1,2,0,1
918,738,147,27,1,4,1,0
