529,634,61,66,1,4,0,0
483,620,64,64,1,4,0,0
542,557,51,53,1,4,0,0
580,566,54,53,1,4,0,0
621,516,43,43,1,4,0,0
587,503,46,41,1,4,0,0
652,480,40,38,1,4,0,0
684,433,36,36,1,4,0,0
652,429,35,43,1,5,0,0
675,403,32,27,1,4,0,0
696,376,31,27,1,4,0,0
829,406,21,26,1,4,0,0
949,63,12,17,0,0,0,0
934,78,13,20,0,0,0,0
917,99,27,20,0,0,0,0
914,122,29,13,0,0,0,0
892,123,19,20,0,0,0,0
857,157,12,6,1,4,0,0
929,200,10,14,1,4,0,0
931,152,9,8,1,4,0,0
891,156,13,7,1,4,0,0
843,169,4,9,1,1,0,0
827,182,15,16,0,0,0,0
816,203,6,11,0,0,0,0
614,432,13,18,0,0,0,0
